INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1470,1,27254.00086,0,29,1,9,445,Yes,97183,z_No,z_F,Bachelors,Home Maker,32,Private,16060,10,z_SUV,no,2555,3,No,0,13,Highly Urban/ Urban
1472,0,0,0,46,0,10,131260,No,0,z_No,M,PhD,Lawyer,22,Private,19230,7,Minivan,no,0,0,No,0,20,Highly Urban/ Urban
1474,0,0,0,29,1,3,17120,Yes,117426,z_No,M,z_High School,Clerical,20,Private,6970,4,Pickup,yes,26023,1,Yes,4,1,Highly Urban/ Urban
1475,0,0,0,47,0,14,62048,No,0,z_No,M,<High School,z_Blue Collar,24,Private,12400,1,Minivan,no,19899,1,No,5,1,Highly Urban/ Urban
1477,0,0,0,35,0,9,67298,No,182676,Yes,z_F,Masters,,24,Commercial,15860,17,Pickup,no,0,0,No,1,10,Highly Urban/ Urban
1480,0,0,0,40,0,12,114853,No,326499,Yes,z_F,PhD,Doctor,16,Private,11970,1,z_SUV,no,0,0,No,2,7,Highly Urban/ Urban
1481,0,0,0,36,0,7,39376,No,142985,Yes,z_F,z_High School,Home Maker,47,Private,9040,10,Sports Car,no,4905,1,No,4,5,Highly Urban/ Urban
1482,0,0,0,50,0,,50710,No,203217,Yes,M,Bachelors,Manager,28,Private,11570,7,Pickup,no,11653,3,No,1,9,Highly Urban/ Urban
1483,1,16012.26191,2,42,2,17,51608,No,169843,Yes,z_F,z_High School,Clerical,35,Private,10860,3,z_SUV,no,7497,1,No,5,1,Highly Urban/ Urban
1484,1,1070,0,52,0,13,77351,No,187879,Yes,M,Masters,,51,Commercial,6700,10,Pickup,yes,5984,2,No,6,16,Highly Urban/ Urban
1485,0,0,0,43,0,0,0,No,97754,z_No,M,z_High School,Student,22,Commercial,8030,7,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban
1486,1,4277,0,41,0,10,18523,No,0,z_No,z_F,<High School,Clerical,27,Private,9400,13,z_SUV,no,9642,3,No,2,5,Highly Urban/ Urban
1488,1,6431,0,49,0,11,52485,No,0,z_No,M,Masters,Lawyer,40,Private,19830,4,Van,yes,0,0,No,3,18,Highly Urban/ Urban
1489,0,0,0,54,0,9,71530,No,0,z_No,z_F,Bachelors,Manager,50,Private,23870,7,z_SUV,no,5971,5,No,0,13,Highly Urban/ Urban
1490,0,0,0,46,0,12,53694,No,193057,Yes,z_F,z_High School,z_Blue Collar,75,Commercial,11530,1,Sports Car,no,0,0,No,2,1,z_Highly Rural/ Rural
1491,1,7035,0,31,1,12,65651,No,288294,Yes,M,Masters,,32,Commercial,17760,6,Van,yes,29471,2,Yes,0,18,Highly Urban/ Urban
1493,0,0,0,63,0,0,0,No,111129,Yes,z_F,PhD,Home Maker,33,Private,10440,3,Sports Car,no,2482,2,No,0,15,Highly Urban/ Urban
1494,0,0,0,31,1,5,11878,No,110650,Yes,z_F,PhD,Manager,17,Private,11530,1,z_SUV,no,8837,1,No,2,,Highly Urban/ Urban
1495,1,5485,0,54,0,14,81524,No,,z_No,M,Masters,Lawyer,50,Private,10650,1,Pickup,no,0,0,Yes,0,15,Highly Urban/ Urban
1498,0,0,1,42,1,10,63994,No,295428,Yes,M,z_High School,z_Blue Collar,30,Commercial,18750,1,Van,yes,0,0,No,4,1,Highly Urban/ Urban
1499,1,9623.136418,0,33,1,14,46780,No,142430,Yes,M,z_High School,Clerical,38,Commercial,9480,9,Pickup,yes,6937,2,No,5,1,Highly Urban/ Urban
1500,1,2505,0,56,0,14,38924,No,183890,Yes,z_F,Masters,Lawyer,49,Private,5390,6,Sports Car,no,0,0,No,1,16,Highly Urban/ Urban
1501,0,0,0,53,0,12,90887,No,0,z_No,M,Bachelors,z_Blue Collar,37,Commercial,18240,4,Van,yes,0,0,No,0,12,Highly Urban/ Urban
1502,0,0,0,43,2,11,124814,Yes,0,z_No,M,z_High School,z_Blue Collar,15,Commercial,31140,7,Panel Truck,no,0,0,No,0,7,Highly Urban/ Urban
1503,0,0,0,40,0,,89448,No,0,z_No,z_F,Bachelors,z_Blue Collar,49,Commercial,14920,10,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural
1504,0,0,0,42,2,,82981,No,265823,Yes,M,z_High School,z_Blue Collar,63,Private,14560,6,Minivan,yes,0,0,No,0,5,z_Highly Rural/ Rural
1505,1,4415,1,43,1,13,65779,No,190317,Yes,z_F,Masters,Professional,29,Private,14850,1,z_SUV,no,35737,3,Yes,4,17,Highly Urban/ Urban
1506,1,6673,1,36,2,0,0,No,0,Yes,M,<High School,Student,26,Private,12370,10,Minivan,no,3373,2,No,1,1,Highly Urban/ Urban
1507,0,0,0,33,1,9,9530,No,0,Yes,z_F,z_High School,Student,25,Private,10270,7,z_SUV,no,1108,3,No,5,9,Highly Urban/ Urban
1508,0,0,0,53,0,12,79183,No,259874,Yes,z_F,z_High School,Manager,25,Private,16610,7,z_SUV,no,0,0,No,0,7,Highly Urban/ Urban
1509,1,6761,0,43,0,12,13349,No,140323,Yes,M,<High School,Clerical,45,Commercial,9470,4,Pickup,no,0,0,No,3,6,Highly Urban/ Urban
1510,0,0,0,54,0,7,221413,No,511661,Yes,M,Masters,Lawyer,17,Private,35760,4,Minivan,no,0,0,No,0,17,Highly Urban/ Urban
1511,0,0,0,41,2,16,74400,No,278185,Yes,z_F,Masters,Lawyer,5,Private,13250,4,Sports Car,no,0,0,No,0,17,Highly Urban/ Urban
1512,0,0,0,33,1,11,12921,Yes,129916,z_No,z_F,<High School,Clerical,5,Private,4900,7,z_SUV,no,0,0,No,0,6,z_Highly Rural/ Rural
1513,1,4368,0,38,2,11,43036,Yes,0,z_No,M,z_High School,z_Blue Collar,49,Commercial,9600,6,Pickup,yes,4111,1,No,0,4,Highly Urban/ Urban
1514,0,0,0,59,0,11,123969,No,347418,Yes,M,Masters,,35,Commercial,31540,1,Panel Truck,no,0,0,No,1,,Highly Urban/ Urban
1516,0,0,0,41,0,10,103948,No,290521,Yes,M,z_High School,z_Blue Collar,67,Commercial,15990,1,Minivan,yes,0,0,No,1,12,z_Highly Rural/ Rural
1517,0,0,0,37,3,11,17197,Yes,0,z_No,z_F,<High School,Clerical,52,Private,6630,1,z_SUV,no,8296,1,No,6,1,Highly Urban/ Urban
1518,1,3084,0,53,0,0,0,No,116797,z_No,z_F,Bachelors,Home Maker,25,Private,12380,1,Minivan,no,29865,2,No,0,12,Highly Urban/ Urban
1520,0,0,0,44,0,9,124829,No,0,z_No,z_F,Masters,Lawyer,39,Private,23030,10,z_SUV,no,3441,1,No,0,16,Highly Urban/ Urban
1521,0,0,0,70,0,16,62304,No,214707,Yes,z_F,z_High School,Professional,5,Private,24710,6,Sports Car,no,4346,4,No,5,1,Highly Urban/ Urban
1523,0,0,0,52,0,13,3079,No,64198,z_No,z_F,<High School,Home Maker,35,Private,8930,10,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
1524,0,0,0,38,0,12,32447,No,143714,Yes,M,<High School,z_Blue Collar,25,Commercial,13170,6,Minivan,yes,0,0,No,0,6,Highly Urban/ Urban
1525,0,0,0,46,0,,,No,69692,Yes,M,PhD,Lawyer,30,Private,6300,10,Minivan,yes,7893,1,No,0,14,Highly Urban/ Urban
1527,1,1043,0,43,1,0,0,No,0,Yes,M,z_High School,Student,27,Commercial,7770,1,Pickup,no,32562,1,No,6,5,z_Highly Rural/ Rural
1528,0,0,0,42,3,14,84798,No,247913,Yes,z_F,z_High School,z_Blue Collar,5,Commercial,25860,6,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
1529,1,5900,0,40,1,14,2970,No,0,Yes,M,<High School,Student,72,Private,17710,4,Minivan,no,0,0,No,5,8,Highly Urban/ Urban
1530,1,3343,0,61,0,16,41801,No,210979,Yes,z_F,z_High School,Clerical,26,Commercial,19030,1,Sports Car,no,8377,2,No,6,7,Highly Urban/ Urban
1531,0,0,0,59,0,12,50245,No,0,z_No,M,Bachelors,Clerical,33,Private,12420,4,Minivan,yes,0,0,No,0,5,z_Highly Rural/ Rural
1532,0,0,0,31,1,8,90392,No,284792,Yes,z_F,Masters,,42,Private,16910,1,z_SUV,no,0,0,No,0,12,Highly Urban/ Urban
1533,1,5017,0,24,0,10,20220,No,115168,Yes,z_F,z_High School,z_Blue Collar,5,Commercial,17850,11,Sports Car,yes,27872,2,Yes,9,1,Highly Urban/ Urban
1534,0,0,0,38,0,14,20449,No,143283,Yes,M,z_High School,Clerical,8,Private,16580,4,Van,no,0,0,No,1,1,z_Highly Rural/ Rural
1535,1,1793,0,61,0,9,28390,No,171805,Yes,M,z_High School,z_Blue Collar,43,Commercial,14350,7,z_SUV,no,0,0,No,2,11,Highly Urban/ Urban
1536,0,0,0,32,3,12,77949,No,222584,Yes,M,Bachelors,z_Blue Collar,29,Private,12180,6,Pickup,yes,0,0,No,1,11,Highly Urban/ Urban
1539,1,9470.135995,1,40,2,0,0,Yes,0,z_No,z_F,<High School,Home Maker,26,Private,21340,1,Minivan,no,0,0,No,1,1,Highly Urban/ Urban
1541,0,0,0,45,0,10,76115,No,262673,Yes,M,z_High School,z_Blue Collar,5,Commercial,13610,4,Minivan,no,0,0,No,3,1,Highly Urban/ Urban
1542,0,0,0,48,0,15,132284,No,346399,Yes,M,Masters,,58,Commercial,20590,7,Van,yes,1327,2,No,3,13,Highly Urban/ Urban
1544,0,0,0,32,1,12,,No,133640,Yes,z_F,z_High School,Clerical,21,Private,6760,1,z_SUV,no,4211,1,No,6,1,Highly Urban/ Urban
1545,1,5802,0,28,3,11,57417,Yes,144443,z_No,z_F,Bachelors,z_Blue Collar,37,Commercial,15640,1,z_SUV,no,7628,2,No,0,8,Highly Urban/ Urban
1546,0,0,0,45,0,11,55239,No,0,z_No,M,Masters,Lawyer,50,Private,15700,1,Minivan,no,0,0,No,3,17,z_Highly Rural/ Rural
1547,0,0,0,51,1,11,66296,No,205130,Yes,M,Bachelors,Professional,58,Commercial,29990,1,Panel Truck,yes,0,0,No,2,1,Highly Urban/ Urban
1550,1,6057,0,60,0,13,8250,No,113386,Yes,M,z_High School,Student,14,Commercial,8330,1,Minivan,no,3730,1,No,2,1,Highly Urban/ Urban
1551,0,0,0,50,0,6,32310,No,0,z_No,M,Bachelors,Manager,35,Commercial,33150,3,Panel Truck,no,0,0,No,0,8,Highly Urban/ Urban
1552,0,0,0,34,1,11,114901,No,295872,Yes,z_F,PhD,Doctor,19,Private,19940,1,Pickup,no,0,0,No,0,19,Highly Urban/ Urban
1553,0,0,0,36,0,12,62419,No,197290,Yes,M,Bachelors,Clerical,62,Private,16850,1,Minivan,yes,0,0,No,0,10,z_Highly Rural/ Rural
1554,1,5636.504538,0,22,0,0,0,No,0,z_No,z_F,z_High School,Home Maker,63,Private,13520,4,z_SUV,no,28386,2,Yes,2,1,Highly Urban/ Urban
1555,0,0,0,33,3,14,6607,No,0,Yes,M,<High School,Clerical,9,Commercial,26940,10,Panel Truck,yes,11963,4,No,2,1,Highly Urban/ Urban
1557,1,1482,2,39,3,12,39619,No,183660,Yes,z_F,z_High School,z_Blue Collar,42,Commercial,9360,13,Sports Car,no,1218,2,No,3,10,Highly Urban/ Urban
1558,0,0,0,37,0,16,32397,No,166306,Yes,z_F,z_High School,z_Blue Collar,41,Commercial,12740,1,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
1559,0,0,0,50,0,11,57669,No,229682,Yes,z_F,Bachelors,Professional,36,Private,14510,10,Sports Car,no,0,0,No,0,11,Highly Urban/ Urban
1560,0,0,0,57,0,0,0,No,125266,Yes,z_F,PhD,Home Maker,5,Commercial,23490,11,Pickup,no,0,0,No,2,8,Highly Urban/ Urban
1561,0,0,0,48,0,12,49551,No,218904,Yes,z_F,Bachelors,Professional,24,Private,16310,11,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
1562,1,11769.92441,0,52,0,10,83901,No,0,z_No,M,Masters,,43,Commercial,23650,6,Panel Truck,yes,0,0,No,5,9,Highly Urban/ Urban
1563,1,3254,0,40,3,13,44431,No,178105,Yes,z_F,z_High School,Clerical,47,Private,12460,1,z_SUV,no,0,0,No,1,6,z_Highly Rural/ Rural
1565,0,0,0,36,0,12,44977,No,119567,Yes,M,z_High School,z_Blue Collar,36,Commercial,14780,4,Minivan,no,0,0,No,0,1,z_Highly Rural/ Rural
1566,0,0,0,39,0,12,71345,No,259414,Yes,z_F,Bachelors,z_Blue Collar,34,Commercial,29690,1,Pickup,no,0,0,No,0,12,z_Highly Rural/ Rural
1567,0,0,0,35,1,0,0,No,99767,Yes,z_F,z_High School,Home Maker,44,Private,16870,4,z_SUV,no,11353,1,No,2,1,Highly Urban/ Urban
1568,0,0,0,45,3,11,207123,Yes,488301,z_No,z_F,PhD,Lawyer,42,Private,27520,4,Pickup,no,0,0,No,0,5,Highly Urban/ Urban
1569,0,0,0,50,0,12,36622,No,154253,z_No,M,Bachelors,Manager,25,Private,22210,4,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
1571,0,0,0,65,0,12,,No,187397,Yes,M,Bachelors,z_Blue Collar,50,Commercial,18870,4,Minivan,yes,3357,4,No,4,10,Highly Urban/ Urban
1572,0,0,0,38,0,12,73664,No,0,z_No,z_F,Bachelors,z_Blue Collar,43,Commercial,13950,4,z_SUV,no,0,0,No,1,13,z_Highly Rural/ Rural
1573,0,0,0,36,0,8,68284,No,218441,Yes,z_F,PhD,Doctor,31,Private,8330,7,z_SUV,no,4891,1,No,0,10,Highly Urban/ Urban
1574,0,0,0,42,2,14,66183,No,192396,Yes,z_F,Bachelors,Professional,64,Private,5700,4,Sports Car,no,4761,3,No,1,9,Highly Urban/ Urban
1575,0,0,0,43,0,11,190991,No,529523,Yes,M,Masters,Manager,46,Commercial,20600,3,Van,no,0,0,No,2,18,Highly Urban/ Urban
1576,0,0,0,46,0,14,64800,No,221460,Yes,M,Bachelors,Professional,26,Private,12580,6,Minivan,no,0,0,No,2,11,Highly Urban/ Urban
1578,0,0,0,34,1,15,109200,No,306724,Yes,M,Masters,Lawyer,26,Private,17840,1,Van,yes,0,0,No,0,1,Highly Urban/ Urban
1579,0,0,0,33,2,13,19296,No,,Yes,z_F,z_High School,Clerical,21,Private,12350,10,z_SUV,no,4931,2,No,4,1,Highly Urban/ Urban
1580,0,0,0,39,0,9,35366,No,166481,Yes,z_F,z_High School,Clerical,30,Private,1500,1,Sports Car,no,0,0,No,0,9,z_Highly Rural/ Rural
1581,0,0,0,48,0,8,103751,No,347956,Yes,z_F,PhD,Professional,24,Private,27950,6,Minivan,no,0,0,No,3,13,Highly Urban/ Urban
1582,0,0,0,41,0,11,98960,No,283545,z_No,M,Bachelors,Professional,32,Commercial,11400,7,Pickup,yes,0,0,No,0,13,Highly Urban/ Urban
1583,0,0,0,51,0,12,103029,No,0,z_No,M,Masters,Lawyer,37,Private,16900,5,Van,no,37667,2,Yes,1,13,Highly Urban/ Urban
1584,0,0,0,38,0,7,99207,No,303759,Yes,M,Bachelors,Professional,27,Private,17240,3,Minivan,yes,0,0,Yes,0,16,Highly Urban/ Urban
1586,1,4197,0,42,0,13,58008,No,213887,Yes,M,z_High School,z_Blue Collar,54,Commercial,18610,1,Minivan,no,0,0,Yes,0,1,Highly Urban/ Urban
1587,0,0,0,47,0,6,101231,No,0,z_No,z_F,PhD,Doctor,38,Private,16320,8,z_SUV,no,13518,1,No,4,11,Highly Urban/ Urban
1588,0,0,0,42,2,0,0,No,0,Yes,z_F,<High School,Student,32,Private,5700,6,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
1589,1,5372,0,61,0,14,65775,No,199244,Yes,M,Masters,Lawyer,57,Private,28170,4,Sports Car,yes,0,0,Yes,4,18,Highly Urban/ Urban
1591,0,0,0,37,0,7,27606,No,94925,z_No,M,z_High School,Manager,28,Private,8280,13,Pickup,yes,7278,1,No,0,1,Highly Urban/ Urban
1593,1,664,0,44,2,14,82068,No,215344,Yes,z_F,Bachelors,z_Blue Collar,26,Commercial,8980,1,z_SUV,no,4423,2,No,0,12,Highly Urban/ Urban
1595,0,0,0,34,3,13,9573,No,114949,Yes,M,Bachelors,Student,30,Commercial,3270,4,Minivan,yes,0,0,Yes,1,13,Highly Urban/ Urban
1597,0,0,0,53,0,9,43802,No,194653,z_No,M,Bachelors,z_Blue Collar,36,Commercial,12870,13,Minivan,yes,0,0,No,1,17,Highly Urban/ Urban
1599,1,4085,0,28,1,9,,Yes,0,z_No,z_F,z_High School,z_Blue Collar,32,Commercial,24560,7,z_SUV,no,20778,3,Yes,6,1,Highly Urban/ Urban
1600,0,0,0,43,0,10,31428,No,0,z_No,M,z_High School,Clerical,5,Private,5800,6,Pickup,yes,0,0,No,4,1,z_Highly Rural/ Rural
1601,1,6686,0,35,0,10,70274,No,0,z_No,M,Masters,,32,Commercial,12030,10,Pickup,no,29205,3,Yes,0,13,Highly Urban/ Urban
1602,1,3931,0,38,0,12,21119,No,136098,z_No,M,<High School,z_Blue Collar,24,Commercial,12180,10,Pickup,no,3252,3,No,4,4,Highly Urban/ Urban
1604,0,0,1,38,3,11,73677,Yes,0,z_No,z_F,Bachelors,z_Blue Collar,61,Commercial,20610,1,Minivan,no,0,0,No,0,10,z_Highly Rural/ Rural
1605,0,0,0,60,0,13,104827,No,324437,z_No,M,PhD,Doctor,14,Private,18420,10,Van,yes,0,0,No,0,20,Highly Urban/ Urban
1606,0,0,0,28,1,4,107827,Yes,0,z_No,z_F,Masters,,17,Private,15080,4,z_SUV,no,0,0,No,0,16,Highly Urban/ Urban
1608,0,0,0,43,0,0,,No,0,z_No,M,<High School,Student,62,Commercial,11680,6,Pickup,no,0,0,No,0,1,z_Highly Rural/ Rural
1609,1,2593,0,40,0,12,2289,No,0,z_No,z_F,z_High School,Student,21,Private,5730,4,z_SUV,no,0,0,Yes,2,1,Highly Urban/ Urban
1610,0,0,0,41,0,8,95166,No,306407,z_No,M,Bachelors,Professional,31,Private,26890,6,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
1611,0,0,0,58,0,11,98263,No,296689,Yes,z_F,Masters,Lawyer,27,Private,31700,11,Van,no,38683,1,Yes,7,21,Highly Urban/ Urban
1613,0,0,0,28,4,13,1754,Yes,0,z_No,M,z_High School,Student,23,Commercial,5810,14,Pickup,yes,10118,2,No,0,1,Highly Urban/ Urban
1614,0,0,1,39,2,14,33915,No,161735,Yes,z_F,z_High School,z_Blue Collar,32,Commercial,15010,3,z_SUV,no,0,0,No,1,1,Highly Urban/ Urban
1615,1,1442,0,58,0,6,123288,No,366424,z_No,z_F,PhD,Doctor,25,Private,7000,1,z_SUV,no,50111,4,Yes,1,17,Highly Urban/ Urban
1616,0,0,1,44,2,11,,Yes,0,z_No,z_F,Bachelors,z_Blue Collar,55,Commercial,9830,6,z_SUV,no,0,0,No,0,9,z_Highly Rural/ Rural
1617,1,2908,0,34,0,11,76847,No,0,z_No,M,Bachelors,Clerical,34,Private,15870,4,Minivan,no,0,0,No,2,8,z_Highly Rural/ Rural
1618,1,2967,0,47,0,10,31456,No,148339,z_No,z_F,z_High School,Clerical,56,Private,1500,1,z_SUV,no,3278,1,No,3,1,z_Highly Rural/ Rural
1619,0,0,0,44,0,10,83339,No,269056,Yes,z_F,Masters,Lawyer,37,Private,15460,3,z_SUV,no,0,0,No,1,12,Highly Urban/ Urban
1620,1,39260.2436,0,59,0,13,111559,No,330596,Yes,z_F,Masters,,30,Commercial,29020,15,Pickup,no,1348,3,No,6,,Highly Urban/ Urban
1621,0,0,0,57,0,14,101399,No,0,z_No,M,Masters,Lawyer,5,Private,14350,1,Minivan,yes,6739,3,No,0,14,Highly Urban/ Urban
1622,0,0,0,48,0,12,62681,No,230262,Yes,z_F,z_High School,Clerical,5,Private,11920,6,z_SUV,no,0,0,No,1,1,Highly Urban/ Urban
1623,0,0,0,39,2,,16851,No,150516,Yes,M,z_High School,Professional,43,Commercial,5400,11,Pickup,yes,0,0,No,1,1,Highly Urban/ Urban
1624,0,0,0,59,3,17,44966,No,0,Yes,z_F,Bachelors,Student,40,Private,11900,1,Minivan,no,6606,1,No,2,12,Highly Urban/ Urban
1625,0,0,0,43,1,12,85494,Yes,,z_No,M,Bachelors,z_Blue Collar,29,Commercial,15180,16,Minivan,no,0,0,No,0,11,z_Highly Rural/ Rural
1626,0,0,0,51,0,14,57775,No,216780,Yes,M,Bachelors,z_Blue Collar,46,Commercial,7780,10,Pickup,no,0,0,No,1,11,Highly Urban/ Urban
1628,0,0,0,53,0,10,222372,No,0,z_No,z_F,Masters,Lawyer,60,Private,37140,1,Sports Car,no,0,0,No,0,7,Highly Urban/ Urban
1631,0,0,0,48,0,13,92111,No,273337,Yes,M,Masters,Lawyer,26,Private,13190,1,Minivan,yes,0,0,No,0,14,Highly Urban/ Urban
1632,0,0,0,39,3,14,32966,Yes,0,z_No,M,z_High School,z_Blue Collar,59,Commercial,7750,25,Minivan,no,0,0,No,0,1,z_Highly Rural/ Rural
1633,0,0,0,47,0,5,31957,No,156435,Yes,M,z_High School,Clerical,24,Private,9400,6,Minivan,yes,0,0,Yes,0,6,Highly Urban/ Urban
1634,0,0,0,36,0,10,62833,No,,Yes,z_F,Bachelors,z_Blue Collar,49,Commercial,19800,4,z_SUV,no,0,0,No,2,,Highly Urban/ Urban
1635,1,1342,0,44,2,,27039,Yes,0,z_No,z_F,z_High School,Student,49,Private,11270,6,z_SUV,no,2189,2,No,5,7,Highly Urban/ Urban
1636,0,0,0,31,4,10,104421,Yes,0,z_No,M,Bachelors,z_Blue Collar,33,Commercial,21070,1,Minivan,no,0,0,No,0,11,Highly Urban/ Urban
1637,1,5967,0,36,0,9,110873,No,0,z_No,M,Bachelors,z_Blue Collar,50,Commercial,24730,6,Panel Truck,yes,0,0,No,0,7,Highly Urban/ Urban
1638,0,0,0,31,3,13,93540,No,,Yes,z_F,z_High School,z_Blue Collar,39,Commercial,13950,6,z_SUV,no,1150,2,No,3,8,Highly Urban/ Urban
1639,0,0,0,44,0,0,0,No,0,Yes,M,z_High School,Student,50,Commercial,17700,10,Van,no,0,0,No,0,12,Highly Urban/ Urban
1642,0,0,0,35,0,10,82082,No,263271,Yes,M,PhD,Doctor,36,Private,15280,1,Minivan,no,21014,2,Yes,6,12,Highly Urban/ Urban
1643,0,0,0,33,1,12,23514,No,105036,Yes,z_F,z_High School,Clerical,27,Private,7920,7,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural
1644,0,0,0,40,0,11,41477,No,185913,z_No,z_F,PhD,Home Maker,16,Private,16710,4,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
1645,0,0,0,52,0,14,74422,No,247486,Yes,z_F,Bachelors,Professional,5,Commercial,22490,9,Pickup,no,0,0,No,0,7,Highly Urban/ Urban
1647,0,0,0,41,1,12,37282,Yes,0,z_No,z_F,Bachelors,Professional,41,Private,9330,7,z_SUV,no,7037,2,No,5,14,Highly Urban/ Urban
1648,1,4344,1,39,2,13,31138,No,160202,Yes,z_F,z_High School,Clerical,38,Private,9830,1,z_SUV,no,4582,2,No,5,1,Highly Urban/ Urban
1649,0,0,0,37,0,11,106784,No,290821,Yes,z_F,Masters,Lawyer,22,Private,12410,6,z_SUV,no,0,0,No,0,14,Highly Urban/ Urban
1650,1,5292,0,38,3,11,13337,Yes,106321,z_No,z_F,z_High School,Clerical,53,Private,6920,11,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
1651,0,0,0,43,0,12,128223,No,0,z_No,M,Masters,,68,Commercial,21890,9,Van,yes,0,0,No,0,15,z_Highly Rural/ Rural
1652,1,3444,0,,2,0,0,Yes,0,z_No,z_F,<High School,Home Maker,23,Private,14500,1,z_SUV,yes,0,0,No,0,6,Highly Urban/ Urban
1653,1,4943,0,35,1,12,75165,No,253077,Yes,z_F,Masters,Manager,32,Private,11290,6,Sports Car,no,0,0,No,1,14,Highly Urban/ Urban
1654,0,0,0,41,0,11,46294,No,182167,z_No,M,Bachelors,Professional,30,Commercial,11960,1,Pickup,yes,5759,2,No,2,8,Highly Urban/ Urban
1655,1,18084.02979,0,49,0,7,225083,No,0,z_No,z_F,PhD,,53,Commercial,50970,11,Panel Truck,no,6364,1,No,5,14,Highly Urban/ Urban
1656,0,0,0,44,0,6,38002,No,185665,z_No,z_F,Bachelors,Clerical,30,Private,10690,9,Minivan,no,2513,3,No,4,8,Highly Urban/ Urban
1657,1,5295,1,36,2,14,118971,Yes,0,z_No,M,Bachelors,Manager,44,Commercial,31390,1,Panel Truck,yes,0,0,No,0,14,Highly Urban/ Urban
1658,0,0,0,45,2,8,72245,No,241795,Yes,z_F,Bachelors,Professional,28,Private,13220,4,z_SUV,no,0,0,No,2,11,z_Highly Rural/ Rural
1659,0,0,0,42,3,10,61438,No,222008,Yes,M,Bachelors,Professional,25,Private,16060,1,Minivan,yes,0,0,No,0,13,Highly Urban/ Urban
1660,0,0,0,43,0,11,87247,No,0,z_No,z_F,Masters,Lawyer,21,Private,20900,13,z_SUV,no,0,0,No,0,18,Highly Urban/ Urban
1661,0,0,0,53,0,0,0,No,0,z_No,M,<High School,Student,53,Private,6800,6,Pickup,yes,31796,3,Yes,0,1,z_Highly Rural/ Rural
1663,0,0,0,51,0,0,0,No,0,Yes,z_F,z_High School,Student,30,Commercial,12360,7,z_SUV,no,0,0,No,2,1,z_Highly Rural/ Rural
1664,0,0,0,46,0,11,111580,No,291785,Yes,M,Bachelors,z_Blue Collar,86,Commercial,6100,1,Pickup,yes,0,0,No,1,,z_Highly Rural/ Rural
1665,1,7940.038296,0,54,0,0,0,No,67587,Yes,z_F,PhD,Home Maker,28,Private,6900,1,z_SUV,no,856,1,No,4,13,Highly Urban/ Urban
1666,0,0,0,33,1,0,0,No,,Yes,z_F,z_High School,Home Maker,27,Private,11300,4,Pickup,no,0,0,No,0,8,z_Highly Rural/ Rural
1667,0,0,0,45,1,,55983,Yes,0,z_No,z_F,Bachelors,Manager,31,Private,7240,6,Sports Car,no,0,0,No,0,10,Highly Urban/ Urban
1669,0,0,1,44,3,0,0,No,0,Yes,z_F,z_High School,Student,57,Private,7900,6,z_SUV,no,0,0,Yes,1,11,Highly Urban/ Urban
1670,1,1914,0,56,0,16,44940,No,196891,Yes,z_F,<High School,z_Blue Collar,39,Private,15320,1,z_SUV,no,0,0,No,2,9,Highly Urban/ Urban
1674,1,2820,0,28,3,14,10518,Yes,107763,z_No,z_F,z_High School,Home Maker,50,Private,5800,4,z_SUV,no,6755,1,No,1,,Highly Urban/ Urban
1675,0,0,0,41,0,11,23649,No,77718,Yes,z_F,<High School,z_Blue Collar,10,Private,7960,1,Sports Car,no,0,0,No,0,3,Highly Urban/ Urban
1676,0,0,0,33,1,12,7024,No,60073,Yes,z_F,Bachelors,Home Maker,31,Commercial,22300,4,Pickup,no,0,0,No,0,13,z_Highly Rural/ Rural
1677,1,908.9833949,0,28,1,0,0,Yes,63142,z_No,M,z_High School,Student,42,Commercial,9750,9,Pickup,yes,0,0,No,2,10,Highly Urban/ Urban
1678,0,0,0,53,0,12,79834,No,253064,Yes,z_F,Bachelors,z_Blue Collar,44,Commercial,15180,1,Minivan,no,2053,1,No,4,12,Highly Urban/ Urban
1679,1,1448,0,43,0,15,,No,229294,Yes,z_F,z_High School,z_Blue Collar,18,Commercial,20850,6,Minivan,no,7946,1,No,0,1,Highly Urban/ Urban
1680,0,0,0,51,0,9,68059,No,243423,Yes,M,Masters,Manager,35,Commercial,6600,4,Pickup,no,0,0,Yes,1,18,Highly Urban/ Urban
