customerID,gender,PhoneSubscriber,MoreThenOneLine,InternetServiceSubscriber,OnlineSecuritySubscriber,OnlineBackupSubscriber,DeviceProtectionSubscriber,TechSupportSubscriber,StreamingTVSubscriber,StreamingMoviesSubscriber,ContractLength,UsesPaperlessBilling,MethodOfPayment,MonthsACustomer,Senior,HasPartner,HasDependents,MonthlyPayments,TotalPayments
8630-FJLIB,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18,0,No,No,69.8,1221.65
1096-ADRUX,Female,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),66,0,Yes,Yes,74.25,4859.25
9795-SHUHB,Female,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),66,0,Yes,Yes,58.2,3810.8
0002-ORFBO,Female,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,9,0,Yes,Yes,65.6,593.3
8019-ENHXU,Male,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,42,0,Yes,No,99.45,4138.05
1557-EMYVT,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),43,0,No,No,115.05,4895.1
8587-XYZSF,Male,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),67,0,No,No,50.55,3260.1
3776-EKTKM,Female,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,1,No,No,36.45,36.45
8221-HVAYI,Male,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),35,0,Yes,Yes,69.15,2490.15
6060-QBMGV,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),70,0,Yes,No,19.85,1433.8
7860-UXCRM,Male,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),63,0,Yes,Yes,74.5,4674.55
6365-MTGZX,Male,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24,0,No,No,96,2122.45
4475-NVTLU,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45,0,Yes,Yes,19.2,903.7
6993-OHLXR,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,0,No,No,68.95,119.75
8879-ZKJOF,Female,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),41,0,No,No,79.85,3320.75
5656-MJEFC,Male,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),42,0,Yes,Yes,48.15,2032.3
6161-UUUTA,Male,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3,1,No,No,79.9,260.9
8029-XYPWT,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71,1,Yes,No,115.05,8016.6
5549-ZGHFB,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,50,0,Yes,Yes,24.95,1261.45
8398-TBIYD,Female,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),72,0,No,No,84.7,6185.15
5995-LFTLE,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),58,0,No,No,25.3,1474.35
4412-YLTKF,Female,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,27,1,No,No,78.05,2135.5
0666-UXTJO,Male,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34,1,Yes,No,85.2,2874.45
3023-GFLBR,Female,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),33,0,Yes,Yes,86.15,2745.7
6736-DHUQI,Female,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),67,0,Yes,Yes,84.8,5598.3
1041-RXHRA,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41,0,No,No,70.25,2868.05
4145-UQXUQ,Female,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,8,1,No,No,92.1,729.95
7673-BQGKU,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),69,0,Yes,Yes,20.15,1337.5
3733-LSYCE,Female,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),15,0,Yes,No,75.35,1114.55
3096-YXENJ,Female,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65,0,Yes,No,107.65,7082.85
2055-PDADH,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,1,No,No,70.4,204.7
6925-BAYGL,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),53,1,Yes,No,25.1,1275.6
4633-MKHYU,Female,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,9,0,No,No,88.4,788.6
7963-GQRMY,Female,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3,0,Yes,Yes,44.3,134.5
2346-LOCWC,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),58,0,Yes,Yes,20.5,1191.4
2501-XWWTZ,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,11,0,No,No,70.2,760.05
3487-EARAT,Female,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),70,0,Yes,Yes,74.1,5222.3
6692-UDPJC,Female,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,14,0,Yes,Yes,91.65,1301
1927-QEWMY,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),72,0,Yes,No,20.5,1502.25
5294-CDGWY,Male,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,51,0,Yes,Yes,59.3,3014.65
2609-IAICY,Female,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,No,77.15,77.15
1625-JAIIY,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,68,0,Yes,Yes,83,5685.8
0426-TIRNE,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,No,No,20.9,20.9
2228-BZDEE,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,54,0,No,No,20.1,1079.45
4929-ROART,Male,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,18,0,No,No,56.25,969.85
4006-HKYHO,Male,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63,0,No,No,86.7,5309.5
3282-ZISZV,Male,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),32,0,No,Yes,83.7,2633.3
7754-IXRMC,Female,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,0,No,No,45.35,45.35
8777-MBMTS,Female,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65,1,Yes,No,105.85,6725.5
9415-ZNBSX,Female,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),70,0,Yes,Yes,89,6293.2
4538-WNTMJ,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,46,0,Yes,Yes,24.95,1165.9
4945-RVMTE,Female,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),28,0,No,No,59.55,1646.45
2495-KZNFB,Female,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,33,0,No,No,90.65,2989.6
6210-KBBPI,Male,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),9,1,No,No,99.45,919.4
2856-HYAPG,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,0,No,No,68.65,68.65
4012-YCFAI,Male,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,60,0,Yes,No,61.35,3766.2
9833-TGFHX,Male,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,42,0,Yes,Yes,97.1,4016.75
7351-KYHQH,Female,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,7,1,No,No,64.95,493.65
1809-DMJHQ,Female,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,5,0,No,Yes,46,221.7
1666-JZPZT,Male,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,27,0,No,No,49,1291.35
3507-GASNP,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,60,0,No,Yes,19.95,1189.9
9229-RQABD,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18,0,No,No,23.75,424.5
8513-OLYGY,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,0,Yes,No,115.8,8332.15
3259-KNMRR,Male,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57,1,No,No,79.75,4438.2
4821-WQOYN,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),72,0,Yes,Yes,20.1,1326.25
2592-YKDIF,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0,No,No,20.35,20.35
2587-EKXTS,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,44,0,No,No,111.5,4915.15
4029-HPFVY,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,3,0,No,No,70.3,220.4
7047-FWEYA,Female,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,46,0,Yes,No,103.15,4594.65
8173-RXAYP,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24,0,Yes,Yes,19.7,452.55
3709-OIJEA,Male,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,26,0,No,No,85.2,2184.6
8985-OOPOS,Female,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1,0,No,No,74.1,74.1
1725-IQNIY,Male,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54,0,Yes,No,109.75,6110.2
6352-GIGGQ,Male,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),67,0,No,No,88.8,5903.15
1106-HRLKZ,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40,0,Yes,Yes,19.6,808.95
3164-YAXFY,Male,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,57,0,No,No,53.75,3196
7660-HDPJV,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0,No,No,69.2,69.2
2930-UOTMB,Female,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),31,0,No,No,65.25,1994.3
1052-QJIBV,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71,0,Yes,Yes,19.9,1397.3
0727-BNRLG,Male,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69,0,No,No,97.65,6743.55
6250-CGGUN,Male,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,54,0,No,No,84.4,4484.05
6877-TJMBR,Male,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1,0,Yes,No,84.8,84.8
7548-SEPYI,Female,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5,0,No,No,96.25,512.45
4299-SIMNS,Male,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,0,No,No,81.15,784.45
0253-ZTEOB,Female,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,48,0,Yes,Yes,79.65,3870.3
5609-IMCGG,Female,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),15,0,No,No,84.35,1302.65
4828-FAZPK,Female,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),16,0,Yes,Yes,79.95,1267.95
1265-XTECC,Female,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),68,1,Yes,No,96.55,6581.9
4547-KQRTM,Female,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),10,0,No,No,80.05,830.7
0556-FJEGU,Male,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),58,0,No,No,70.1,4048.95
1641-BYBTK,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,6,0,No,Yes,20.2,98.35
6567-HOOPW,Female,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,1,No,No,79.2,79.2
4986-MXSFP,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,2,0,No,No,20,40.9
7531-GQHME,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),12,0,No,No,20.05,265.45
2229-DPMBI,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,8,0,Yes,Yes,19.5,162.15
1430-SFQSA,Male,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,29,0,No,No,35.6,1072.6
0691-JVSYA,Female,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),53,0,Yes,No,94.85,5000.2
7137-RYLPP,Male,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,37,1,Yes,No,85.7,3171.15
0621-TWIEM,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,10,0,No,No,45.55,402.6
2661-GKBTK,Male,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60,0,Yes,Yes,76.95,4543.95
1465-VINDH,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),10,0,Yes,Yes,102.1,1068.85
2172-EJXVF,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,71,1,No,No,105.9,7521.95
8937-RDTHP,Male,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,1,0,No,No,84.6,84.6
1306-RPWXZ,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49,0,No,Yes,20.45,1024.65
9644-KVCNC,Female,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),66,0,No,No,92.15,6056.9
9552-TGUZV,Male,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,8,0,Yes,No,75,658.1
9798-OPFEM,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,46,0,No,No,21.1,937.1
8785-EPNCG,Male,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),11,0,No,No,23.15,245.2
0148-DCDOS,Male,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25,0,No,No,94.7,2362.1
7519-JTWQH,Female,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),69,0,No,No,110.5,7455.45
5522-NYKPB,Male,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,25,0,Yes,Yes,85.9,2199.05
2446-BEGGB,Female,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6,1,No,No,98.25,560.6
6424-ELEYH,Female,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3,0,Yes,No,74.75,229.5
5060-TQUQN,Male,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30,0,Yes,Yes,83.55,2570.2
0916-KNFAJ,Male,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,61,0,Yes,No,69.9,4226.7
2985-FMWYF,Female,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,23,0,No,No,93.5,2341.55
8414-MYSHR,Male,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5,1,No,No,91.4,449.75
3683-QKIUE,Female,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),6,0,No,No,50.8,288.05
2860-RANUS,Female,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),20,1,No,No,85.8,1727.5
6051-PTVNS,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),55,0,Yes,Yes,19.15,998.1
6549-NNDYT,Female,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),13,0,No,No,30.85,394.1
9601-BRXPO,Female,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25,0,Yes,No,104.95,2566.5
2452-SNHFZ,Female,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),47,0,No,No,75.45,3545.1
4228-ZGYUW,Male,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,4,0,No,No,90.05,368.1
1304-BCCFO,Male,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,9,0,Yes,No,70.05,564.4
4742-TXUEX,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),47,0,Yes,Yes,19.3,890.5
4115-NZRKS,Female,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,7,1,No,No,89.15,574.35
5160-UXJED,Male,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,17,0,No,Yes,44.6,681.4
7140-ADSMJ,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),8,0,No,No,20.45,162.3
5931-FLJJF,Male,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,1,Yes,No,70.1,467.55
0305-SQECB,Female,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,11,0,No,Yes,36.05,402.6
9782-LGXMC,Female,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49,0,Yes,Yes,61.75,3024.15
6711-FLDFB,Female,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,7,0,No,No,74.9,541.15
6981-TDRFT,Male,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,44,0,Yes,Yes,54.3,2317.1
9095-HFAFX,Female,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),5,0,No,No,81,389.6
1023-BQXZE,Male,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57,0,No,No,74.35,4317.35
5357-TZHPP,Male,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),9,1,No,No,84.4,732.5
5480-HPRRX,Female,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,3,1,No,No,25.3,77.75
0137-OCGAB,Female,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,0,No,No,80.2,80.2
5242-UOWHD,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,45,0,Yes,Yes,20.35,929.2
7526-BEZQB,Male,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,12,0,No,No,96.05,1148.1
6813-GZQCG,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),45,0,Yes,Yes,24.65,1171.3
0139-IVFJG,Female,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,2,0,Yes,No,90.35,190.5
3786-WOVKF,Female,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),72,1,Yes,No,106.85,7677.4
3886-CERTZ,Female,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,72,0,Yes,No,109.25,8109.8
7020-OZKXZ,Female,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),9,1,No,No,75.5,637.4
3703-TTEPD,Male,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),21,0,No,No,65.35,1424.4
8809-RIHDD,Male,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,72,0,Yes,Yes,103.4,7372.65
1785-BPHTP,Male,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,28,0,Yes,Yes,85.45,2289.9
1936-UAFEH,Female,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),68,0,No,No,110.25,7279.35
2004-OCQXK,Female,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0,No,No,81.95,81.95
1045-LTCYT,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),8,0,Yes,Yes,21.05,139.75
9079-YEXQJ,Female,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,54,0,No,No,111.1,6014.85
6689-VRRTK,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),44,1,No,No,109.8,4860.35
2040-OBMLJ,Male,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),31,0,No,No,81.7,2548.65
4776-XSKYQ,Female,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),12,0,Yes,Yes,30.25,368.85
0362-RAOQO,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),40,0,No,No,19.65,830.25
8318-LCNBW,Male,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),35,0,Yes,No,53.15,1930.9
0164-APGRB,Female,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,72,0,No,No,114.9,8496.7
2683-JXWQQ,Male,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),61,0,Yes,Yes,33.6,2117.2
3967-VQOGC,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,67,0,Yes,Yes,24.9,1680.25
2523-EWWZL,Female,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,27,0,Yes,No,76.1,2093.4
1744-JHKYS,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34,0,Yes,No,24.7,780.2
2626-VEEWG,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),67,0,Yes,Yes,19.4,1284.2
8903-WMRNW,Female,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,15,0,Yes,No,101.75,1669.4
6147-CBCRA,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33,0,Yes,No,20.05,669.45
2988-QRAJY,Male,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),69,0,No,No,110.05,7430.75
1371-OJCEK,Female,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),48,0,No,No,24.35,1133.7
5908-QMGOE,Male,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),15,1,No,No,74.2,1133.9
0999-QXNSA,Male,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,7,1,No,Yes,45.75,344.2
5260-UMPWX,Female,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26,0,Yes,Yes,20.25,493.95
2506-TNFCO,Female,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,1,Yes,No,69.55,69.55
7534-BFESC,Male,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24,1,No,No,76.1,1712.7
7817-OMJNA,Male,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),14,0,No,No,20.4,275.7
3389-YGYAI,Female,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,8,1,No,No,105.5,829.55
6115-ZTBFQ,Female,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),72,0,Yes,No,65.5,4919.7
