total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,loan_purpose,loan_repaid
6900,0.85,1097,1600,1,34800,51,1,3,Yes
7900,0.85,1548,3866,1,42400,43,3,3,Yes
5200,0.85,325,3801,1,29600,20,2,2,Yes
3600,0.85,1160,2003,1,22200,19,1,2,No
3600,0.85,1229,7331,1,29700,29,5,4,Yes
5500,0.85,3299,3622,1,25900,43,4,2,Yes
9700,0.85,523,3537,1,51500,44,5,2,Yes
5500,0.85,7000,266,1,36100,46,1,5,Yes
4600,0.85,619,470,1,6700,72,8,2,Yes
4700,0.85,1705,4382,0,0,23,3,3,No
3300,0.85,1823,1009,1,31200,73,1,2,No
5100,0.85,4583,2905,1,41600,42,1,3,Yes
5600,0.85,5096,5479,1,29700,29,5,4,Yes
6200,0.85,2487,7044,1,39600,31,1,1,Yes
6900,0.85,6018,2789,1,31300,41,1,4,Yes
3200,0.85,1011,5150,0,0,67,6,1,Yes
6100,0.85,668,5101,1,51500,50,5,1,Yes
4000,0.85,1439,1003,1,20900,38,5,4,No
4900,0.85,4050,4114,1,64300,34,3,1,Yes
2700,0.85,2994,4598,1,32000,24,1,1,Yes
6800,0.85,713,3653,1,59100,57,1,1,Yes
5100,0.85,2150,2908,1,28500,41,4,1,Yes
3000,0.85,360,1991,0,0,35,5,2,No
7200,0.85,3174,8773,1,1300,52,3,4,Yes
2500,0.85,848,1544,1,36100,55,5,2,No
7100,0.85,2320,7207,1,44700,36,5,3,Yes
2900,0.85,165,2759,1,20000,73,8,2,No
3000,0.85,1869,2918,1,20000,48,5,1,Yes
3000,0.85,1406,847,1,24400,46,8,4,No
5600,0.85,1258,2727,1,25300,51,2,3,No
3300,0.85,1957,6307,1,38800,68,1,3,Yes
2400,0.85,1194,2832,1,22200,58,2,1,No
6400,0.85,2639,762,1,27100,33,4,1,Yes
6400,0.85,5819,1285,1,22700,32,8,1,Yes
900,0.85,1956,2059,1,20400,48,8,2,No
4800,0.85,2756,9508,1,25500,71,8,1,Yes
2700,0.85,811,2766,0,0,55,8,2,No
2000,0.85,335,3887,0,0,29,8,3,No
4700,0.85,2991,5573,1,50100,35,2,4,Yes
3000,0.85,798,3041,1,22900,41,2,1,No
1700,0.85,1157,1248,1,49000,25,1,1,No
2200,0.85,1430,2830,1,15800,49,1,5,No
2300,0.85,1490,872,1,23100,37,4,5,No
2700,0.85,5172,5315,1,15000,31,1,2,Yes
3300,0.85,1099,1449,1,40700,53,8,3,No
4700,0.85,1092,3943,0,0,42,2,3,No
5500,0.85,6186,6104,1,38900,19,2,3,Yes
1100,0.85,903,1468,1,22400,31,8,4,No
7300,0.85,667,231,1,30800,26,1,3,Yes
4400,0.85,416,2423,1,31300,25,4,4,No
6000,0.85,1073,5469,1,26200,23,6,5,Yes
2800,0.85,2630,4278,1,43800,53,4,4,Yes
6300,0.85,741,8284,1,30900,68,1,4,Yes
2600,0.85,2799,5032,1,35200,43,3,4,Yes
2100,0.85,1425,3579,0,0,46,8,4,No
6200,0.85,3,10375,1,700,42,4,2,Yes
6400,0.85,2816,2254,1,58800,38,7,3,Yes
2000,0.85,1175,884,1,11000,26,2,1,No
4000,0.85,1072,3471,1,27100,23,5,5,No
9000,0.85,2237,4965,1,36500,47,7,3,Yes
6200,0.85,5907,6772,1,31800,55,0,1,Yes
5000,0.85,2307,2664,0,0,53,8,1,Yes
1900,0.85,3139,1816,1,45000,18,1,3,Yes
5300,0.85,2131,2214,1,11800,36,6,4,Yes
4800,0.85,1036,1626,1,42300,19,8,2,No
1600,0.85,1483,1793,1,38700,34,1,1,No
5100,0.85,1707,5336,1,17900,27,1,1,Yes
3300,0.85,1130,1325,1,34500,29,1,4,No
7600,0.85,3546,2807,1,49500,48,7,4,Yes
2300,0.85,1081,7776,1,34600,27,1,2,Yes
1500,0.85,1471,1105,1,28200,65,2,2,No
5800,0.85,3633,5709,1,28100,63,2,2,Yes
5900,0.85,1596,2672,1,31600,54,1,2,Yes
700,0.85,1274,2483,1,37700,34,2,4,No
4700,0.85,1124,1898,1,40400,63,1,2,No
5700,0.85,783,636,0,0,70,8,2,No
4200,0.85,338,885,1,50700,49,8,1,Yes
7700,0.85,4129,3132,1,18600,52,5,5,Yes
1000,0.85,1116,1676,1,9500,34,4,2,No
3800,0.85,991,645,1,33200,28,6,3,Yes
3900,0.85,197,2270,0,0,49,8,2,No
3300,0.85,634,2530,0,0,37,4,1,No
7100,0.85,589,4405,1,40700,28,1,1,Yes
3400,0.85,2585,1479,1,33100,41,2,1,Yes
2000,0.85,3073,2484,1,48700,42,4,5,Yes
3600,0.85,3251,5554,1,25300,47,1,3,Yes
7900,0.85,3008,5428,1,23300,41,1,3,Yes
6900,0.85,1133,7613,1,59900,21,2,2,Yes
4300,0.85,4100,2551,1,33700,50,3,2,Yes
5700,0.85,671,2713,1,28800,31,2,3,No
5500,0.85,3928,6614,1,3100,62,1,1,Yes
8000,0.85,3477,3883,1,24300,42,2,3,Yes
9000,0.85,2588,4594,1,28700,33,3,4,Yes
2800,0.85,151,532,1,26300,56,2,5,No
11200,0.85,2277,7490,1,26100,45,1,1,Yes
6300,0.85,778,59,1,42400,43,0,4,Yes
2800,0.85,501,7474,1,25200,38,7,1,Yes
8500,0.85,1044,7949,1,19400,43,2,4,Yes
7700,0.85,64,5313,1,39600,48,1,4,Yes
5500,0.85,1347,2498,1,34800,27,3,3,Yes
5000,0.85,1035,2707,1,25400,31,4,4,No
4300,0.85,2565,2290,1,37200,44,5,5,Yes
6200,0.85,5514,5766,1,38900,36,3,4,Yes
3500,0.85,1709,1354,1,36200,42,2,4,Yes
2900,0.85,1621,596,1,21700,47,8,4,No
6200,0.85,949,2643,0,0,37,1,3,No
2300,0.85,920,388,1,28900,43,8,2,No
4700,0.85,2257,3620,1,25600,49,3,1,Yes
3500,0.85,1925,689,1,27200,34,8,5,No
3500,0.85,1782,3854,1,35400,30,5,1,Yes
5900,0.85,2665,2715,1,20900,38,3,2,Yes
4100,0.85,979,1995,0,0,38,3,3,No
2900,0.85,4211,3604,1,83100,41,1,4,Yes
6500,0.85,1954,6558,1,49600,35,1,4,Yes
2800,0.85,1053,439,1,35700,34,8,5,No
5700,0.85,3003,6527,1,56800,34,2,3,Yes
5800,0.85,4085,5129,1,48700,53,8,1,Yes
3500,0.85,6811,1781,1,32200,30,1,4,Yes
4300,0.85,1324,3155,1,17600,56,3,3,No
4800,0.85,2036,6732,0,0,38,1,2,Yes
2700,0.85,1115,2499,1,36600,47,1,1,No
1900,0.85,602,3646,1,15800,20,2,4,Yes
4800,0.85,3942,2746,1,37500,69,8,4,Yes
6400,0.85,6925,4067,1,65000,53,7,5,Yes
4100,0.85,622,1602,1,35900,33,3,2,No
2900,0.85,2615,2872,1,29300,55,1,3,Yes
3700,0.85,1225,9536,1,43600,48,8,4,Yes
7400,0.85,2944,4578,1,42000,53,7,3,Yes
5000,0.85,1916,2662,1,34100,33,4,2,No
6600,0.85,224,6520,1,32200,49,3,3,Yes
3500,0.85,4841,3119,1,47500,57,8,1,Yes
2400,0.85,2174,599,1,38500,49,3,4,Yes
2900,0.85,656,1303,1,34100,44,1,5,No
7800,0.85,1407,2267,1,27700,51,1,1,Yes
6400,0.85,4142,5367,1,38300,59,1,5,Yes
7100,0.85,325,3893,1,34800,50,2,3,Yes
900,0.85,369,2408,1,29900,53,1,4,No
6300,0.85,89,2793,1,39500,31,7,1,Yes
5500,0.85,797,531,1,33300,37,2,4,No
2200,0.85,1398,1451,1,26900,28,2,1,No
1400,0.85,544,2650,1,37200,24,8,5,No
1300,0.85,628,754,1,42900,45,1,1,No
4400,0.85,2544,5792,1,9900,47,5,3,Yes
3500,0.85,1204,3243,1,46800,62,8,3,Yes
6100,0.85,1225,479,1,46600,39,8,4,No
7400,0.85,3420,6979,1,59100,64,3,2,Yes
6300,0.85,246,3611,1,47700,50,3,2,Yes
6300,0.85,635,8060,1,36800,23,5,5,Yes
4800,0.85,2037,3004,1,32100,43,1,2,Yes
3900,0.85,4900,5706,1,43900,22,3,1,Yes
4100,0.85,2238,5930,1,39600,42,4,4,Yes
1000,0.85,1471,1651,1,15900,44,2,4,No
1400,0.85,2917,586,1,39300,29,5,3,Yes
3500,0.85,4715,4112,1,42900,35,8,2,Yes
9100,0.85,3942,3450,1,53100,40,2,5,Yes
4500,0.85,3401,8426,1,38800,44,8,3,Yes
1700,0.85,2531,4680,1,69300,68,0,3,Yes
6700,0.84,1725,3260,1,49500,52,2,3,Yes
4400,0.84,5581,3411,1,37800,42,2,3,Yes
4600,0.84,848,5844,1,20300,69,2,5,Yes
4200,0.84,1029,1585,0,0,50,8,1,No
3900,0.84,827,1619,1,37500,32,8,1,No
5600,0.84,3874,8208,1,40200,44,6,5,Yes
6100,0.84,1275,1785,0,0,38,6,3,No
2900,0.84,638,1040,1,13900,42,7,2,No
2300,0.84,3579,2283,1,26400,39,1,3,Yes
3900,0.84,3103,5074,1,29600,42,7,4,Yes
4000,0.84,441,2982,1,26700,20,4,3,No
4600,0.84,1532,2192,1,28800,58,8,1,No
5600,0.84,5221,4656,1,39700,25,1,4,Yes
6700,0.84,2628,6175,1,49300,26,5,3,Yes
5100,0.84,708,1055,1,9000,33,2,5,No
6100,0.84,104,2962,1,24400,61,2,4,Yes
2300,0.84,286,5482,0,0,38,3,3,Yes
5900,0.84,966,1562,0,0,27,6,5,No
2500,0.84,3204,4084,1,27300,47,1,2,Yes
3400,0.84,1051,2091,1,30100,40,6,1,No
3600,0.84,984,2552,1,10600,50,4,1,No
4500,0.84,1606,889,1,18400,59,1,3,No
4900,0.84,865,2096,1,11500,50,2,4,No
9400,0.84,2652,3925,1,45800,59,3,3,Yes
6000,0.84,1705,7413,1,16100,54,3,5,Yes
6300,0.84,1108,5387,1,53300,38,1,1,Yes
2900,0.84,759,1458,1,23500,26,5,5,No
2700,0.84,3628,4495,1,60600,31,3,1,Yes
3200,0.84,4473,6796,1,32700,42,3,4,Yes
4500,0.84,1051,2479,1,36800,55,8,1,No
2000,0.84,578,3231,0,0,42,1,4,No
3100,0.84,1612,2054,1,34800,28,2,3,No
6200,0.84,1652,1719,1,25600,20,2,5,No
6700,0.84,536,2704,1,28600,43,2,3,No
3100,0.84,655,1160,1,28900,26,4,4,No
4600,0.84,2143,7868,1,12000,40,8,5,Yes
6700,0.84,377,5281,1,27500,29,6,3,Yes
5900,0.84,1015,2904,0,0,29,8,5,No
3500,0.84,1711,6530,1,42200,52,8,4,Yes
3800,0.84,588,2395,1,12500,43,1,3,No
7000,0.84,574,7608,1,50900,37,1,3,Yes
1900,0.84,703,1145,1,21100,36,1,3,No
3700,0.84,1148,809,0,0,32,3,5,No
4000,0.84,3024,4582,1,27700,73,1,5,Yes
5400,0.84,402,39,1,26300,46,3,1,Yes
3500,0.84,1803,1560,1,24900,36,2,4,No
2600,0.84,3179,4331,1,38100,40,1,2,Yes
6400,0.84,3511,7617,1,29200,31,2,2,Yes
3100,0.84,1813,3424,1,24400,24,2,2,No
7600,0.84,1798,3062,1,20300,58,8,4,Yes
6900,0.84,102,4162,1,40400,28,3,5,Yes
1900,0.84,1697,550,1,27200,42,3,3,No
3700,0.84,1495,2809,1,7900,42,8,3,No
9500,0.84,550,1845,1,14100,30,3,1,No
600,0.84,1419,1413,1,25200,67,8,3,No
5900,0.84,1239,1940,0,0,29,5,3,No
6100,0.84,2945,3567,1,49800,25,7,4,Yes
6200,0.84,1298,7937,1,34500,40,6,3,Yes
3900,0.84,1996,2752,1,33200,38,2,2,Yes
6700,0.84,436,6414,1,44000,22,0,3,Yes
3500,0.84,1132,3730,1,17500,52,8,5,No
6200,0.84,3037,8159,1,20000,22,4,3,Yes
2300,0.84,168,3604,1,18700,43,1,4,No
2700,0.84,683,1997,1,30500,23,1,4,No
2300,0.84,1457,1597,1,27300,47,1,5,No
5800,0.84,588,6768,1,42200,39,8,2,Yes
3200,0.84,528,1314,1,34400,30,5,3,No
5700,0.84,1725,9048,1,31800,36,8,1,Yes
8100,0.84,5505,6858,1,32600,46,3,3,Yes
3800,0.84,1948,1680,1,5000,58,4,5,No
3200,0.84,1079,4407,0,0,42,1,3,No
3200,0.84,2978,3517,1,14300,40,2,5,Yes
4000,0.84,2565,7073,1,42300,45,1,4,Yes
4800,0.84,2617,4982,1,14900,37,3,3,Yes
1800,0.84,4147,3434,1,65300,36,3,3,Yes
3200,0.84,1036,1840,1,6900,22,2,3,No
2600,0.84,345,2417,0,0,44,8,2,No
5400,0.84,1338,3332,1,15800,23,2,3,Yes
4300,0.84,637,2804,1,16400,53,3,5,No
7300,0.84,5491,1162,1,43300,48,2,1,Yes
6000,0.84,735,9316,1,48200,48,0,1,Yes
9700,0.84,2622,2366,1,42400,23,8,5,Yes
4100,0.84,1270,1655,1,17000,45,3,2,No
3800,0.84,942,2796,1,20900,43,2,1,No
2400,0.84,1095,1514,1,18800,32,6,3,No
3700,0.84,1765,3609,1,22900,56,2,4,Yes
2700,0.84,32,2086,1,68900,38,3,4,Yes
6100,0.84,440,4212,1,25600,29,8,3,Yes
4800,0.84,1717,3567,1,14000,24,5,2,No
8900,0.84,1840,2053,1,38200,64,0,5,Yes
4200,0.84,6190,3050,1,41300,43,2,1,Yes
5200,0.84,3533,3125,1,2100,49,2,3,Yes
4200,0.84,594,3315,1,42000,54,2,2,Yes
4200,0.84,2347,5103,1,56900,18,8,1,Yes
2800,0.84,4939,6017,1,6100,35,8,5,Yes
6400,0.84,4456,4072,1,41600,41,1,4,Yes
5500,0.84,394,2171,1,10700,26,6,5,No
1600,0.84,4393,5390,1,23600,32,0,1,Yes
4000,0.84,1799,3964,1,57700,35,8,3,Yes
2600,0.84,6717,1318,1,25300,60,5,1,Yes
3400,0.84,1497,1664,0,0,45,4,4,No
3500,0.84,3031,5011,1,24600,60,6,1,Yes
6900,0.84,547,1305,1,22900,27,7,2,No
1700,0.84,981,3443,1,32600,33,5,1,No
3700,0.84,1123,1795,0,0,50,1,5,No
7500,0.84,613,5067,1,28400,22,8,1,Yes
2700,0.84,3974,6179,1,25800,45,4,2,Yes
6300,0.84,4367,3230,1,48000,37,0,5,Yes
6100,0.84,2643,1470,1,25000,52,7,2,Yes
2200,0.84,1130,1275,1,28900,34,8,2,No
6000,0.84,3624,4686,1,11300,30,3,4,Yes
4400,0.84,1229,4044,1,54700,44,1,1,Yes
4200,0.84,1729,7274,1,26600,48,8,1,Yes
6600,0.84,3296,5398,1,32000,29,1,3,Yes
5500,0.84,2624,4292,1,28900,30,4,1,Yes
2500,0.84,773,2401,1,38400,37,2,4,No
4000,0.84,3691,5627,1,30200,58,2,5,Yes
2700,0.84,383,1822,1,34300,36,1,1,Yes
5500,0.84,6358,2794,1,40900,58,2,1,Yes
4100,0.84,821,6880,1,15700,49,1,4,Yes
8900,0.84,5198,4666,1,22500,37,1,4,Yes
5400,0.84,2983,3627,1,32300,25,8,4,Yes
6000,0.84,4984,5463,1,43000,69,5,1,Yes
2700,0.84,4284,1832,1,37100,50,3,3,Yes
3200,0.84,2818,268,1,57300,24,2,5,Yes
900,0.84,266,2034,0,0,26,8,3,No
3700,0.84,2060,3011,1,21900,50,7,2,Yes
2600,0.84,1116,776,1,34900,35,8,3,No
4000,0.84,2006,2599,1,49200,57,1,5,Yes
6200,0.84,636,3464,1,19100,68,4,2,No
3700,0.84,614,1705,0,0,28,6,5,No
3900,0.84,595,1122,1,30500,37,6,5,No
5000,0.84,2733,5860,1,41300,33,3,1,Yes
5800,0.84,4639,3952,1,15600,46,7,3,Yes
2600,0.84,962,2560,0,0,28,1,5,No
2000,0.84,1431,2030,1,9300,23,2,3,No
2800,0.84,3041,3265,0,0,23,8,4,Yes
500,0.84,916,1021,1,18000,34,2,2,No
4400,0.84,1181,2023,0,0,47,2,4,No
2600,0.84,1016,930,0,0,50,8,3,No
7300,0.84,558,5596,1,75000,36,1,2,Yes
3000,0.84,1096,889,1,31800,38,4,1,No
2100,0.84,913,840,1,23300,27,5,4,No
7500,0.84,124,2109,1,30800,24,3,2,Yes
3300,0.84,993,1837,1,20500,46,4,4,No
3800,0.84,1946,3192,1,17400,41,2,4,Yes
2100,0.84,1123,852,1,26400,38,5,5,No
5600,0.84,1145,1154,0,0,31,8,1,No
4700,0.84,426,5005,1,40400,69,3,5,Yes
600,0.84,895,3489,1,22000,55,5,3,No
6300,0.84,3210,5408,1,17600,64,1,5,Yes
3900,0.84,581,5856,1,38800,56,0,4,Yes
4900,0.84,799,3374,1,22000,31,8,3,No
2300,0.84,1730,2902,1,16400,27,8,3,Yes
5600,0.84,3978,8205,1,23700,50,0,1,Yes
8700,0.84,1774,3362,1,56900,36,3,4,Yes
4500,0.84,1354,1682,1,14800,36,1,5,No
4800,0.84,3185,6074,1,43800,59,5,4,Yes
6600,0.84,2491,3216,1,22100,52,1,1,Yes
1200,0.84,2156,5750,1,43800,21,1,4,Yes
2900,0.84,1370,1502,1,21200,44,5,1,No
2300,0.84,805,3346,1,35000,63,3,3,No
3500,0.84,724,1747,1,38200,53,6,4,No
5100,0.84,319,1333,1,21100,46,3,3,No
5700,0.84,694,5866,1,35800,65,3,2,Yes
5800,0.84,1381,2073,1,44800,33,1,2,Yes
10600,0.84,2006,2941,1,30100,48,8,3,Yes
4500,0.84,3468,6698,1,81600,47,8,4,Yes
5600,0.84,1283,1822,1,27900,43,3,5,No
5500,0.84,2015,8754,1,51800,31,0,3,Yes
4600,0.84,2753,3670,0,0,50,4,2,Yes
5900,0.84,1781,919,1,39300,39,3,1,Yes
4700,0.84,1804,3140,1,12800,32,4,4,Yes
4800,0.84,1504,3124,1,16400,62,0,3,Yes
2900,0.84,1820,2296,1,25900,69,8,3,No
5500,0.84,534,992,0,0,39,3,3,Yes
4500,0.84,4042,4104,1,12000,30,4,4,Yes
3200,0.84,572,5697,1,58100,45,4,4,Yes
5300,0.84,1875,6135,1,41700,45,3,1,Yes
1700,0.84,895,1529,0,0,39,8,3,No
5200,0.84,3497,8906,1,41700,48,5,4,Yes
3200,0.84,764,1317,1,54800,56,5,2,Yes
2700,0.84,2230,1232,1,27800,52,5,1,Yes
5400,0.84,1514,1866,1,56600,47,2,4,Yes
2500,0.84,223,2668,1,16600,60,3,5,No
8000,0.84,1118,2821,1,25400,50,4,3,No
5000,0.84,315,1785,1,14600,29,6,2,No
3700,0.84,4924,2848,1,32600,23,3,1,Yes
6400,0.84,542,21,1,43000,33,2,2,No
4400,0.84,3946,4259,1,41900,33,1,4,Yes
6000,0.84,1531,2507,1,21500,30,2,5,No
4000,0.84,495,2680,1,21000,32,1,2,No
3500,0.84,2602,2389,1,41300,50,2,4,Yes
3500,0.84,444,3082,1,20000,50,7,4,No
900,0.84,1146,892,1,18500,46,8,1,No
6400,0.84,2568,3048,1,33600,42,8,3,Yes
700,0.84,1598,509,1,21900,37,8,1,No
6500,0.84,1148,3701,1,17700,30,2,4,Yes
1800,0.84,1103,1830,1,32900,72,8,3,No
2400,0.84,413,4601,1,35900,22,5,1,Yes
8600,0.84,933,2081,1,26100,72,1,1,No
5100,0.84,864,1177,1,14300,50,1,3,No
6200,0.84,4298,5125,1,18200,35,2,1,Yes
6700,0.84,1524,3881,1,17400,72,4,4,Yes
6500,0.84,1636,3750,1,67500,39,1,3,Yes
5100,0.84,307,4443,1,300,55,8,2,No
8000,0.84,4549,2402,1,42100,71,8,4,Yes
2100,0.84,1268,6440,1,22400,55,7,2,Yes
3200,0.84,454,1809,1,29600,54,2,3,No
4900,0.84,1721,6187,1,32000,59,1,2,Yes
2500,0.84,1631,5671,1,62700,40,3,3,Yes
2800,0.84,522,1680,1,39400,50,8,4,No
4000,0.84,791,5110,1,47100,69,3,1,Yes
8100,0.84,3499,4626,1,50000,54,2,4,Yes
5100,0.84,1073,1753,1,26100,24,1,3,No
9200,0.84,3828,4436,1,23800,44,1,3,Yes
2700,0.84,747,2505,0,0,40,8,3,No
2100,0.84,3298,5889,1,6600,42,2,1,Yes
6600,0.84,941,1496,1,34000,43,2,5,No
5700,0.84,4357,5309,1,21500,48,8,3,Yes
8300,0.84,1221,7947,1,42200,31,5,1,Yes
2500,0.84,805,2793,1,14500,32,2,3,Yes
3000,0.84,339,2142,1,38700,54,1,2,No
2800,0.84,991,1382,1,25500,33,5,1,No
7900,0.84,2652,5331,1,20400,42,1,1,Yes
4200,0.84,8605,4194,1,46900,43,8,1,Yes
3200,0.84,945,2140,1,36600,31,8,2,No
3300,0.84,298,2861,1,30700,27,1,2,No
1400,0.84,1109,1885,0,0,38,2,4,No
700,0.84,869,1748,1,20700,56,1,1,No
10800,0.84,6101,4025,1,15100,45,8,5,Yes
500,0.84,1648,1611,0,0,31,3,5,No
7200,0.84,98,6699,1,53100,67,6,3,Yes
5900,0.84,2249,4259,1,21700,46,1,1,Yes
2700,0.84,426,2914,1,35500,38,8,5,No
4900,0.84,3677,150,1,64800,47,8,1,Yes
6000,0.84,765,3203,1,29800,46,2,2,No
5600,0.84,3371,4632,1,44500,52,0,4,Yes
3800,0.84,4461,3578,1,30200,53,0,5,Yes
4600,0.84,1597,298,1,33700,57,2,4,Yes
6100,0.84,659,6280,1,46600,50,1,4,Yes
6800,0.84,5361,1450,1,16400,25,8,3,Yes
6100,0.84,1912,537,1,60800,41,1,4,Yes
7300,0.84,2810,2877,1,38800,34,8,5,Yes
3800,0.84,2390,1773,1,48700,39,2,1,Yes
2500,0.84,1168,2541,1,23400,56,4,3,No
2300,0.84,1675,334,1,23900,38,4,1,Yes
5400,0.84,1685,2735,1,9100,40,2,4,Yes
4800,0.84,2153,1603,1,18000,53,2,2,No
3700,0.84,1142,904,1,4000,58,2,5,No
2500,0.84,1849,2883,1,33500,52,8,3,No
5800,0.84,2032,2947,1,29500,45,4,5,No
4100,0.84,2316,3787,1,58800,31,8,5,Yes
4800,0.84,370,2202,1,27200,39,8,2,No
8900,0.84,1557,3306,1,29900,40,1,4,Yes
3700,0.84,589,862,1,38000,54,2,1,No
5700,0.84,599,942,1,16900,28,3,1,No
2000,0.84,136,3703,1,36800,27,1,2,No
2900,0.84,341,2669,1,23800,31,5,4,No
7700,0.84,1916,7107,1,31600,54,8,2,Yes
7300,0.84,111,2002,1,52600,47,1,1,Yes
7200,0.84,1727,2488,1,19900,45,2,4,Yes
2700,0.84,2994,6973,1,44100,25,1,1,Yes
4500,0.84,2534,5513,1,45200,42,7,1,Yes
6000,0.84,1201,898,1,5900,48,4,2,No
5200,0.84,852,2286,1,24600,22,1,3,No
3200,0.84,2929,2327,1,27200,55,1,4,Yes
4000,0.84,982,3434,1,45800,51,2,3,No
7100,0.84,2038,3839,1,31800,37,2,2,Yes
6000,0.84,389,4141,1,9000,44,0,1,Yes
3700,0.84,3351,4755,1,35800,56,1,5,Yes
4000,0.84,685,2894,1,27200,57,1,4,No
5100,0.84,3081,5503,1,27100,33,8,5,Yes
1300,0.84,1455,1079,0,0,19,1,3,No
2300,0.84,613,5163,1,38800,45,5,2,Yes
6400,0.84,831,2459,1,41100,38,5,4,No
5300,0.84,3024,8222,1,38100,43,2,1,Yes
3000,0.84,4670,3015,1,38600,61,1,5,Yes
4600,0.84,1391,7299,1,75100,36,8,3,Yes
2700,0.84,1370,1730,0,0,50,3,5,No
2400,0.84,4892,5164,1,17100,40,2,4,Yes
4600,0.84,687,627,1,35100,28,1,4,No
3000,0.84,1610,679,1,39000,46,8,5,No
4800,0.84,2531,7224,1,41200,45,1,1,Yes
5000,0.84,3022,3623,1,41200,41,1,1,Yes
4400,0.84,3261,3807,1,36400,31,3,1,Yes
2200,0.84,2207,5375,1,23900,20,2,3,Yes
3900,0.84,1418,2554,1,21100,69,8,5,No
4400,0.84,866,1974,1,22400,42,4,3,No
2800,0.84,2178,2888,1,7500,28,4,1,Yes
8600,0.84,2012,1738,1,51200,46,2,3,Yes
5400,0.84,1016,2435,1,16400,66,8,1,No
2300,0.84,314,1636,1,29300,72,8,5,No
6300,0.84,313,538,1,25100,22,8,2,No
5900,0.84,540,3410,1,36800,68,0,3,Yes
3400,0.84,2147,5250,1,21100,74,5,4,Yes
2700,0.84,2692,1152,1,15300,42,3,3,Yes
1300,0.84,2076,1896,1,44500,21,3,3,Yes
2500,0.84,1723,2344,0,0,37,1,2,No
5300,0.84,927,2092,0,0,35,2,3,No
7500,0.84,2497,1662,1,21400,36,1,2,Yes
4400,0.84,1250,2238,0,0,37,2,1,No
2200,0.84,1353,1608,0,0,53,4,5,No
2200,0.84,1143,3203,1,29400,18,8,3,No
2300,0.84,678,1256,0,0,30,4,5,No
8900,0.84,2074,4494,1,39300,59,7,4,Yes
7000,0.84,1631,1287,1,21500,38,3,2,No
3000,0.84,1301,2206,1,25300,52,7,2,No
900,0.84,712,3861,0,0,56,5,2,No
6900,0.84,3952,7010,1,33100,20,2,4,Yes
3100,0.84,318,2666,1,36300,45,1,5,No
3300,0.84,649,2492,1,46000,31,2,4,No
7500,0.84,3324,3899,1,12300,21,4,3,Yes
7800,0.84,1924,3764,1,30700,34,4,1,Yes
6300,0.84,2994,5643,1,19800,36,0,4,Yes
7000,0.84,2356,3883,1,36500,40,5,1,Yes
7800,0.84,1639,6851,1,23600,36,1,3,Yes
4500,0.84,3316,6667,1,49200,79,6,2,Yes
6000,0.84,1276,69,1,34300,44,3,4,No
4800,0.84,2716,3725,1,28700,42,1,5,Yes
6100,0.84,352,3493,1,9300,52,0,3,Yes
4700,0.84,4320,4367,1,30800,31,0,1,Yes
3000,0.84,5303,2196,1,30700,55,3,4,Yes
5700,0.84,3779,5574,1,26800,24,1,3,Yes
7000,0.84,155,594,1,27900,45,5,4,No
7800,0.84,2409,4408,1,36500,28,1,3,Yes
4600,0.84,1024,2544,1,24100,41,2,3,No
3200,0.84,2283,6267,1,39900,25,6,3,Yes
4300,0.84,1717,2144,1,20400,50,2,3,Yes
2600,0.84,428,2800,1,13800,31,6,5,No
7600,0.84,3977,8201,1,26600,38,1,2,Yes
3100,0.84,1018,1134,1,32400,32,8,4,Yes
4800,0.84,1978,5813,0,0,18,1,1,Yes
6100,0.84,801,1139,1,19100,49,3,4,No
3000,0.84,1013,3673,1,200,39,8,1,No
3600,0.84,727,2802,1,29100,45,2,5,No
2300,0.84,4397,6166,1,17000,60,1,3,Yes
5900,0.84,2699,7134,1,37600,52,1,3,Yes
5600,0.84,883,1841,1,43800,48,3,3,No
4500,0.84,1002,3483,1,11500,31,6,2,No
5700,0.84,5172,3745,1,43600,47,0,1,Yes
2300,0.84,645,2303,1,37500,39,7,5,No
3500,0.84,17,1636,1,61600,52,1,1,Yes
4600,0.84,2918,97,1,35400,25,3,1,Yes
6800,0.84,2182,6129,0,0,28,1,1,Yes
3200,0.84,1224,2285,0,0,41,2,5,No
5600,0.84,4394,6569,1,40100,33,8,5,Yes
4500,0.84,2631,2781,1,15800,19,2,2,Yes
4100,0.84,846,3755,0,0,33,3,2,No
4500,0.84,588,9724,1,34200,32,1,4,Yes
1900,0.84,1164,6395,1,35400,39,1,4,Yes
8500,0.84,6961,5813,1,46800,60,2,1,Yes
3900,0.84,1881,3821,1,43800,32,2,4,Yes
3200,0.84,5719,2012,1,44400,32,3,2,Yes
4800,0.84,700,3009,1,23500,27,4,5,No
2800,0.84,7834,7408,1,9700,39,2,5,Yes
6100,0.84,1564,7213,1,49700,41,4,1,Yes
1300,0.84,1695,1530,0,0,37,1,1,No
1300,0.84,1212,835,1,22400,37,1,5,No
3000,0.84,1580,3039,1,50800,31,8,3,Yes
6500,0.84,2133,5876,1,28100,24,1,3,Yes
4100,0.84,137,3402,1,41500,44,8,3,Yes
2800,0.84,1262,865,1,24200,63,3,1,No
2500,0.84,1730,3435,1,16000,19,2,1,Yes
4200,0.84,1094,1802,1,10200,30,0,3,No
